customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0004253,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),51.29,1533.43,Yes
C0004254,Female,1,No,Yes,39,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,76.71,2844.29,No
C0004255,Male,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),14.39,438.57,Yes
C0004256,Male,0,No,Yes,40,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),85.13,3369.81,No
C0004257,Female,1,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),42.87,1470.2,No
C0004258,Female,0,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.66,4771.06,No
C0004259,Female,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.66,1337.03,No
C0004260,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.7,774.68,Yes
C0004261,Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,55.76,1886.64,Yes
C0004262,Female,1,No,Yes,34,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.63,3034.95,No
C0004263,Female,0,No,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),123.82,5148.05,No
C0004264,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.21,1808.99,No
C0004265,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.82,1466.02,Yes
C0004266,Female,0,No,Yes,41,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.52,3322.68,Yes
C0004267,Female,1,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.4,1703.38,No
C0004268,Female,1,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.0,984.08,No
C0004269,Male,0,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),14.73,705.36,No
C0004270,Male,0,Yes,No,51,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,102.78,5347.67,Yes
C0004271,Male,1,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.93,926.28,No
C0004272,Female,0,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.27,749.8,Yes
C0004273,Male,0,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),16.23,701.46,No
C0004274,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,126.19,3204.56,Yes
C0004275,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),46.85,2384.41,No
C0004276,Female,1,No,Yes,39,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,94.92,3752.65,No
C0004277,Female,1,No,Yes,37,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,119.85,4324.08,Yes
C0004278,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),38.78,1513.51,No
C0004279,Female,1,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),46.84,2051.27,No
C0004280,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),106.21,4363.13,No
C0004281,Female,1,Yes,No,29,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,119.5,3447.61,Yes
C0004282,Female,1,No,Yes,32,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,118.22,3806.15,No
C0004283,Female,0,Yes,No,34,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,75.7,2546.37,Yes
C0004284,Male,1,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.64,2018.69,No
C0004285,Female,1,Yes,No,39,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,100.34,4092.15,No
C0004286,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),104.73,3506.9,Yes
C0004287,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),91.02,2027.88,Yes
C0004288,Female,0,No,Yes,22,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.92,1946.39,Yes
C0004289,Female,1,No,Yes,18,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,80.1,1319.83,No
C0004290,Male,1,No,No,47,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,102.27,4606.34,Yes
C0004291,Female,0,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.4,1042.23,No
C0004292,Female,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.73,1835.21,No
C0004293,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.99,857.97,Yes
C0004294,Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,120.66,5732.81,No
C0004295,Male,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.85,1716.97,No
C0004296,Female,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),7.78,171.19,Yes
C0004297,Male,1,Yes,No,13,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),94.98,1426.13,Yes
C0004298,Female,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,102.14,1897.69,Yes
C0004299,Female,1,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.73,580.71,No
C0004300,Female,1,Yes,No,41,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,95.46,3986.04,No
C0004301,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),40.1,1094.64,No
C0004302,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,83.2,3099.0,No
C0004303,Female,1,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,107.98,1078.78,Yes
C0004304,Male,1,No,Yes,29,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,104.45,3007.13,Yes
C0004305,Female,1,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,83.36,3388.2,No
C0004306,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.79,1266.87,No
C0004307,Female,1,Yes,Yes,37,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.98,3917.1,Yes
C0004308,Female,1,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),51.37,1245.19,No
C0004309,Female,0,Yes,Yes,51,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),101.68,5199.82,No
C0004310,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.89,1651.15,No
C0004311,Female,1,No,Yes,22,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,116.95,2634.08,Yes
C0004312,Male,1,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.71,1020.62,No
C0004313,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,46.66,2088.91,Yes
C0004314,Male,0,Yes,No,34,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),91.23,3062.08,No
C0004315,Female,1,Yes,No,39,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,98.63,3984.2,Yes
C0004316,Female,1,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.3,4644.21,No
C0004317,Female,0,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.63,1027.44,Yes
C0004318,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),45.01,1568.08,No
C0004319,Female,1,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),45.07,1760.3,No
C0004320,Male,1,No,No,25,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),95.91,2311.24,Yes
C0004321,Male,0,Yes,No,54,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,94.45,5054.47,No
C0004322,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),131.42,4203.46,No
C0004323,Male,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),125.32,4699.4,Yes
C0004324,Female,1,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.7,1344.16,No
C0004325,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.74,1244.32,No
C0004326,Male,0,Yes,Yes,34,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,99.44,3288.57,Yes
C0004327,Male,0,Yes,No,19,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,75.81,1583.34,Yes
C0004328,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.74,1641.71,Yes
C0004329,Female,1,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,125.25,6181.38,No
C0004330,Female,1,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.79,1961.96,No
C0004331,Female,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.59,619.03,No
C0004332,Female,0,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.48,848.78,No
C0004333,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,43.78,1100.81,Yes
C0004334,Female,1,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,102.89,4829.23,No
C0004335,Male,1,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.51,1690.3,No
C0004336,Female,1,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.82,936.85,Yes
C0004337,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,102.08,1364.34,No
C0004338,Female,1,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40.1,1170.84,No
C0004339,Female,0,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),11.97,535.42,No
C0004340,Male,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,38.41,1024.33,No
C0004341,Female,1,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.76,3428.5,No
C0004342,Female,1,Yes,No,46,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.95,5083.78,No
C0004343,Male,1,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.92,1011.51,No
C0004344,Female,0,No,Yes,43,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.46,3948.08,No
C0004345,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,105.13,3906.15,No
C0004346,Male,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.86,2082.37,No
C0004347,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.08,1396.67,Yes
C0004348,Male,1,Yes,No,25,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.93,2156.88,Yes
C0004349,Female,1,No,Yes,38,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.02,4129.17,No
C0004350,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.99,1230.13,No
C0004351,Female,1,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.17,517.7,No
C0004352,Male,0,Yes,No,31,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),83.7,2828.23,Yes
C0004353,Female,1,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.65,1509.99,No
C0004354,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,2337.93,No
C0004355,Female,1,No,Yes,42,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,71.82,3129.85,Yes
C0004356,Female,1,Yes,No,27,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,103.31,2886.12,Yes
C0004357,Female,1,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.66,1099.06,No
C0004358,Female,1,No,Yes,30,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,91.32,2671.06,Yes
C0004359,Male,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.58,1226.47,No
C0004360,Male,0,No,Yes,47,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.69,5163.79,Yes
C0004361,Male,0,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.83,1064.16,No
C0004362,Male,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),45.01,1748.65,No
C0004363,Male,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,142.0,5735.87,No
C0004364,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.31,2971.1,No
C0004365,Female,1,No,Yes,41,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,125.46,5260.78,No
C0004366,Female,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,105.3,1666.78,Yes
C0004367,Male,1,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),41.77,1870.92,No
C0004368,Female,1,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.7,970.39,Yes
C0004369,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),124.68,3545.32,Yes
C0004370,Female,1,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),17.27,871.61,Yes
C0004371,Female,1,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),37.4,1007.67,No
C0004372,Male,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),15.74,630.51,No
C0004373,Male,1,Yes,No,36,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,104.65,3677.33,No
C0004374,Female,0,Yes,Yes,32,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,119.74,4042.1,No
C0004375,Female,0,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),10.74,363.35,No
C0004376,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.13,804.96,Yes
C0004377,Female,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49.94,1283.76,No
C0004378,Male,1,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.26,884.73,No
C0004379,Female,1,Yes,No,47,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.74,3288.7,No
C0004380,Female,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.64,1104.86,No
C0004381,Female,1,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.17,2425.02,No
C0004382,Female,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),137.16,5993.07,No
C0004383,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),40.67,2150.81,No
C0004384,Female,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,48.72,1580.04,Yes
C0004385,Male,1,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.89,1341.51,No
C0004386,Female,1,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.63,4052.19,No
C0004387,Female,0,Yes,Yes,42,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,82.4,3433.07,No
C0004388,Female,1,No,Yes,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,106.72,2797.93,No
C0004389,Female,0,No,Yes,39,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),105.22,4061.91,Yes
C0004390,Female,0,Yes,Yes,30,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),98.94,2990.33,Yes
C0004391,Male,1,No,No,46,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,80.17,3628.36,No
C0004392,Female,1,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),17.33,658.9,No
C0004393,Female,0,Yes,Yes,33,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,80.46,2869.53,Yes
C0004394,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),102.04,2990.25,Yes
C0004395,Female,0,Yes,Yes,27,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,113.06,3009.63,No
C0004396,Male,0,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.34,620.17,Yes
C0004397,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),131.72,4205.06,No
C0004398,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.53,536.43,No
C0004399,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.9,899.27,No
C0004400,Male,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.68,1105.64,No
C0004401,Female,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.08,653.88,Yes
C0004402,Female,1,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),48.08,1674.15,Yes
C0004403,Male,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),47.45,1731.28,No
C0004404,Male,1,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),129.16,5239.59,No
C0004405,Female,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,70.61,2250.66,No
C0004406,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.37,1648.53,Yes
C0004407,Female,1,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),58.4,2628.08,No
C0004408,Male,1,No,Yes,49,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,98.76,4895.27,No
C0004409,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),121.41,4482.88,No
C0004410,Female,1,Yes,Yes,30,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,73.14,2160.51,No
C0004411,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.31,1273.55,No
C0004412,Female,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),135.76,5484.81,No
C0004413,Female,0,No,Yes,39,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.28,3644.39,No
C0004414,Female,0,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.94,823.94,No
C0004415,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.24,1293.55,No
C0004416,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.81,968.48,Yes
C0004417,Female,1,Yes,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),105.37,1626.54,Yes
C0004418,Female,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.69,1321.71,No
C0004419,Female,1,No,Yes,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),78.58,2202.01,Yes
C0004420,Female,1,Yes,Yes,24,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,95.0,2363.78,Yes
C0004421,Male,1,No,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,123.7,5236.11,No
C0004422,Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),113.7,3930.31,Yes
C0004423,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),122.98,4664.21,No
