Customer_ID,Tenure_Months,Monthly_Charges,Total_Charges,Data_GB_Per_Month,Support_Tickets_Last_Month,International_Plan,Voicemail_Plan,Paperless_Billing,Service_Tier,Customer_Priority,Payment_Method,Contract_Type,Region,Churn
CUST00456,36,58.33,2120.05,4.8,0.0,No,No,Enrolled,Premium,,Mailed Check,Two Year,Northeast,No
CUST00457,16,66.44,1212.53,17.0,4.0,No,No,Enrolled,Standard,Low,Bank Transfer,One Year,Southeast,Yes
CUST00458,5,87.61,349.71,11.3,2.0,No,No,Not Enrolled,Premium,Low,Bank Transfer,Month-to-Month,West,Yes
CUST00459,20,99.94,1977.21,10.9,1.0,No,No,Enrolled,Standard,Low,Credit Card,Month-to-Month,West,Yes
CUST00460,12,36.71,467.81,3.7,2.0,Yes,No,Enrolled,Basic,High,Mailed Check,Two Year,Northeast,No
CUST00461,49,84.54,4597.21,4.6,1.0,No,Yes,Enrolled,Standard,,Mailed Check,Month-to-Month,Midwest,No
CUST00462,17,42.23,687.75,11.2,1.0,Yes,No,Not Enrolled,Basic,Low,Credit Card,Two Year,Midwest,No
CUST00463,34,39.6,1257.16,17.9,3.0,No,No,Not Enrolled,Basic,Medium,Electronic Check,Month-to-Month,Southeast,Yes
CUST00464,14,58.52,717.41,12.2,0.0,No,No,Not Enrolled,Basic,,Mailed Check,One Year,Midwest,Yes
CUST00465,4,76.9,324.09,10.7,1.0,No,No,Enrolled,Standard,Low,Bank Transfer,Two Year,Southeast,No
CUST00466,17,96.7,1601.25,2.5,0.0,No,Yes,Enrolled,Enterprise,,Bank Transfer,Month-to-Month,Southeast,No
CUST00467,14,101.98,1227.36,24.7,2.0,Yes,Yes,Not Enrolled,Premium,Low,Mailed Check,One Year,West,Yes
CUST00468,9,76.18,624.49,2.5,0.0,No,No,Enrolled,Premium,Low,Credit Card,Two Year,West,No
CUST00469,1,74.95,124.9,7.5,2.0,No,No,Not Enrolled,Premium,,Electronic Check,Two Year,West,No
CUST00470,27,150.0,3765.25,4.9,1.0,Yes,No,Not Enrolled,,Low,Credit Card,Two Year,Northeast,No
CUST00471,72,61.8,4804.43,4.9,4.0,No,No,Not Enrolled,Standard,High,,One Year,Midwest,No
CUST00472,46,76.82,3670.83,30.6,3.0,No,Yes,Enrolled,Standard,Medium,Credit Card,One Year,Northeast,No
CUST00473,20,66.59,1408.53,12.8,2.0,No,No,Not Enrolled,Standard,Medium,Bank Transfer,Month-to-Month,West,No
CUST00474,12,68.25,778.01,2.6,3.0,Yes,No,Enrolled,Standard,Low,Credit Card,Two Year,West,No
CUST00475,16,25.41,476.38,5.1,1.0,Yes,,Not Enrolled,Standard,Medium,Credit Card,One Year,Southeast,No
CUST00476,40,65.49,2815.34,2.7,2.0,No,No,Enrolled,Standard,Medium,Bank Transfer,Two Year,Southwest,No
CUST00477,8,61.54,583.53,7.5,2.0,No,No,Enrolled,Standard,Medium,Bank Transfer,One Year,West,No
CUST00478,31,20.0,656.44,2.8,0.0,No,No,Not Enrolled,Standard,Low,Credit Card,Month-to-Month,Southeast,No
CUST00479,13,29.3,407.13,1.6,2.0,No,Yes,Enrolled,Basic,,Electronic Check,Two Year,West,No
CUST00480,12,50.81,480.27,2.8,,No,No,Enrolled,Standard,Low,Mailed Check,Two Year,Southeast,No
CUST00481,7,59.98,399.38,0.5,1.0,No,No,Enrolled,Basic,,Credit Card,One Year,West,No
CUST00482,15,71.65,1125.15,15.7,,No,No,Not Enrolled,Basic,Low,Bank Transfer,One Year,West,No
CUST00483,55,73.45,4325.78,11.9,1.0,No,No,Enrolled,Enterprise,Medium,Mailed Check,Month-to-Month,Northeast,No
CUST00484,11,47.84,504.75,3.6,2.0,No,No,Enrolled,Basic,,Electronic Check,Month-to-Month,West,No
CUST00485,2,87.12,174.94,3.3,2.0,Yes,Yes,Enrolled,Standard,Low,Electronic Check,One Year,Southwest,No
CUST00486,2,108.92,187.37,2.4,2.0,No,Yes,Not Enrolled,Enterprise,Medium,Bank Transfer,One Year,Southwest,Yes
CUST00487,16,92.96,1537.22,7.3,1.0,No,Yes,Not Enrolled,Enterprise,,Mailed Check,One Year,Midwest,No
CUST00488,3,102.57,306.77,11.5,0.0,No,,Not Enrolled,Enterprise,Medium,Credit Card,Two Year,Southwest,No
CUST00489,9,130.3,1295.96,2.0,2.0,No,No,Not Enrolled,Premium,Low,Mailed Check,Month-to-Month,West,No
CUST00490,51,83.45,4503.2,2.1,0.0,No,No,Enrolled,Standard,Medium,Credit Card,One Year,Northeast,No
CUST00491,12,75.56,936.82,,1.0,Yes,No,Not Enrolled,Premium,,Credit Card,One Year,Southeast,No
CUST00492,19,82.26,1621.76,5.3,4.0,No,No,Not Enrolled,Premium,Medium,Electronic Check,Month-to-Month,West,Yes
CUST00493,1,32.69,55.35,29.7,4.0,No,No,Enrolled,Basic,,Electronic Check,Month-to-Month,West,Yes
CUST00494,34,67.8,,,,Yes,,,Standard,Low,Bank Transfer,Month-to-Month,Southeast,Yes
CUST00495,7,32.87,229.77,1.3,1.0,No,Yes,Not Enrolled,Basic,Low,Mailed Check,Two Year,Northeast,No
CUST00496,55,84.65,4898.11,2.5,2.0,No,No,Not Enrolled,Enterprise,High,Bank Transfer,Month-to-Month,West,No
CUST00497,3,81.12,118.45,,3.0,No,Yes,Not Enrolled,Premium,Low,Credit Card,Month-to-Month,Northeast,No
CUST00498,34,140.36,4856.96,1.7,4.0,Yes,No,Not Enrolled,Standard,Medium,Credit Card,One Year,Midwest,Yes
CUST00499,27,105.83,2638.02,2.9,0.0,No,No,Enrolled,Enterprise,Medium,Electronic Check,Two Year,Southeast,No
CUST00500,30,59.44,1749.19,10.9,4.0,Yes,No,Enrolled,Basic,Medium,Electronic Check,Month-to-Month,Southwest,No
CUST00501,9,81.02,797.71,26.4,2.0,No,Yes,Not Enrolled,Enterprise,Medium,Electronic Check,Month-to-Month,Southeast,No
CUST00502,7,96.11,567.55,2.0,3.0,No,No,Enrolled,Enterprise,Low,Credit Card,One Year,Southeast,No
CUST00503,17,71.9,,,,Yes,,Enrolled,,,Credit Card,Two Year,,No
CUST00504,3,90.93,224.65,5.1,2.0,No,Yes,Not Enrolled,Premium,Low,Mailed Check,Month-to-Month,Northeast,Yes
CUST00505,37,90.19,3632.86,0.5,2.0,No,No,Not Enrolled,Premium,Medium,Electronic Check,One Year,Southeast,No
CUST00506,19,70.89,1439.14,16.3,0.0,No,Yes,Enrolled,Basic,,Credit Card,Month-to-Month,Southeast,No
CUST00507,22,45.23,1091.73,5.2,1.0,No,Yes,Not Enrolled,Basic,,Credit Card,Month-to-Month,Northeast,No
CUST00508,33,80.86,2787.72,6.5,2.0,Yes,Yes,Enrolled,Enterprise,Low,Mailed Check,Month-to-Month,Southeast,Yes
CUST00509,43,93.05,4266.74,17.3,1.0,No,Yes,Enrolled,Enterprise,Medium,Credit Card,Month-to-Month,West,No
CUST00510,29,108.87,2941.07,15.3,2.0,No,Yes,Not Enrolled,Premium,Medium,Bank Transfer,Two Year,Northeast,No
CUST00511,9,63.19,587.06,3.2,0.0,Yes,No,Not Enrolled,Basic,Medium,Electronic Check,Two Year,Midwest,Yes
CUST00512,21,46.3,1110.41,2.6,,No,Yes,Enrolled,,Low,Bank Transfer,Two Year,West,No
CUST00513,6,48.9,265.35,17.4,1.0,No,No,Enrolled,Standard,Low,Credit Card,Month-to-Month,Midwest,No
CUST00514,10,78.84,796.01,50.0,1.0,Yes,No,Not Enrolled,Standard,Low,Electronic Check,Month-to-Month,Midwest,No
CUST00515,14,103.16,1331.85,5.6,0.0,No,Yes,Not Enrolled,Enterprise,High,Credit Card,Two Year,Southwest,No
CUST00516,16,102.68,1603.58,,1.0,No,Yes,Enrolled,Enterprise,Low,Bank Transfer,Two Year,Southwest,No
CUST00517,7,82.87,627.34,5.9,3.0,No,Yes,Not Enrolled,Premium,Low,Credit Card,Month-to-Month,West,No
CUST00518,12,54.58,611.6,,1.0,Yes,Yes,Enrolled,Basic,Low,Credit Card,One Year,Southwest,No
CUST00519,10,73.76,819.49,10.6,2.0,No,No,Not Enrolled,Standard,,Mailed Check,One Year,Northeast,No
CUST00520,4,31.68,108.09,3.0,2.0,Yes,No,Not Enrolled,Standard,Low,,Month-to-Month,Northeast,Yes
CUST00521,1,63.4,111.02,1.4,2.0,Yes,Yes,Not Enrolled,Basic,,Bank Transfer,Month-to-Month,Southeast,Yes
CUST00522,4,133.78,617.9,17.0,1.0,No,No,Not Enrolled,Enterprise,Low,Credit Card,One Year,Southeast,No
CUST00523,20,35.34,651.38,10.8,2.0,Yes,No,Enrolled,Basic,,Bank Transfer,Month-to-Month,Southeast,No
CUST00524,19,62.93,1105.94,15.0,5.0,No,No,Not Enrolled,Basic,Low,Bank Transfer,Two Year,Northeast,No
CUST00525,12,56.93,615.62,30.3,4.0,No,No,Enrolled,Standard,Low,Credit Card,Month-to-Month,Northeast,Yes
CUST00526,35,42.69,,,,No,,Enrolled,Basic,,Bank Transfer,One Year,,Yes
CUST00527,1,43.19,,9.9,1.0,No,Yes,Enrolled,Standard,Low,Mailed Check,One Year,Midwest,No
CUST00528,3,41.36,231.05,9.6,1.0,No,No,Enrolled,Basic,Low,Credit Card,Month-to-Month,West,Yes
CUST00529,6,59.75,361.71,10.1,0.0,No,,Enrolled,Standard,Low,Credit Card,Two Year,Midwest,No
CUST00530,72,78.66,5439.31,1.4,1.0,No,No,Not Enrolled,Standard,Low,Electronic Check,Month-to-Month,Northeast,Yes
CUST00531,2,70.73,127.11,23.4,1.0,No,No,Enrolled,Enterprise,,Mailed Check,One Year,Southwest,No
CUST00532,35,73.1,2468.85,8.0,1.0,No,No,Enrolled,Premium,,Electronic Check,One Year,West,No
CUST00533,46,48.17,2115.24,15.1,0.0,No,No,Enrolled,Standard,Medium,Mailed Check,One Year,West,No
CUST00534,56,75.34,3865.17,6.8,4.0,No,Yes,Enrolled,Standard,,Mailed Check,Two Year,Northeast,No
CUST00535,21,33.21,,19.4,,Yes,,,,Low,,Month-to-Month,,No
CUST00536,11,65.92,734.9,16.7,3.0,No,Yes,Enrolled,Standard,Medium,Electronic Check,One Year,West,No
CUST00537,69,52.12,3234.53,4.6,2.0,Yes,No,Enrolled,Standard,,Mailed Check,One Year,West,No
CUST00538,29,52.91,1668.82,2.3,2.0,No,Yes,Enrolled,Basic,Low,Bank Transfer,One Year,Southwest,No
CUST00539,14,45.56,580.72,20.4,5.0,No,Yes,Not Enrolled,Basic,,Electronic Check,One Year,West,Yes
CUST00540,59,35.7,1954.93,1.4,0.0,Yes,No,Enrolled,Basic,,Credit Card,Month-to-Month,West,Yes
CUST00541,41,48.16,1990.81,3.1,1.0,No,Yes,Not Enrolled,Enterprise,,Mailed Check,One Year,Midwest,No
CUST00542,9,39.64,423.97,6.1,1.0,No,No,Enrolled,Basic,,Electronic Check,Month-to-Month,West,Yes
CUST00543,6,87.0,555.99,15.3,2.0,Yes,No,Enrolled,Enterprise,Low,Bank Transfer,Month-to-Month,Southeast,No
CUST00544,5,63.92,343.68,16.8,0.0,No,No,Not Enrolled,Basic,Low,Mailed Check,Two Year,Northeast,No
CUST00545,29,67.14,2114.21,4.9,2.0,Yes,No,Enrolled,Standard,,Electronic Check,One Year,Southeast,No
CUST00546,11,24.52,279.23,1.1,0.0,No,No,Enrolled,Basic,Low,Bank Transfer,Month-to-Month,Southeast,Yes
CUST00547,54,91.72,5251.39,2.7,0.0,Yes,No,Enrolled,Standard,,Mailed Check,One Year,Southwest,No
CUST00548,15,58.72,837.36,29.2,0.0,No,No,Not Enrolled,Basic,Low,Mailed Check,Month-to-Month,Southwest,No
CUST00549,4,101.64,439.35,8.7,2.0,No,No,Enrolled,Enterprise,Low,Electronic Check,Month-to-Month,Southeast,Yes
CUST00550,56,74.85,4156.81,6.5,0.0,No,No,Not Enrolled,Premium,Medium,Bank Transfer,One Year,West,No
CUST00551,11,87.5,864.33,4.7,3.0,No,Yes,Enrolled,Standard,Low,Electronic Check,Month-to-Month,Northeast,Yes
CUST00552,25,89.27,2240.55,3.0,1.0,No,Yes,Not Enrolled,Standard,,Mailed Check,Month-to-Month,Midwest,No
CUST00553,7,62.67,488.29,4.0,3.0,No,Yes,Not Enrolled,Premium,Medium,Credit Card,Month-to-Month,West,No
CUST00554,10,64.08,604.94,10.5,,No,No,Not Enrolled,Standard,Medium,Bank Transfer,Month-to-Month,Southwest,No
CUST00555,20,110.05,,7.5,1.0,No,,,,,Bank Transfer,One Year,,No
CUST00556,8,72.51,644.82,6.4,1.0,No,No,Enrolled,Premium,Low,Bank Transfer,Month-to-Month,Southwest,No
CUST00557,27,108.11,2737.18,12.0,1.0,No,No,Enrolled,Enterprise,Medium,Bank Transfer,Month-to-Month,Northeast,No
CUST00558,17,69.94,1158.69,13.7,4.0,No,No,Not Enrolled,Enterprise,Low,Electronic Check,Month-to-Month,Midwest,No
CUST00559,6,74.15,454.19,2.6,1.0,No,Yes,Enrolled,Basic,,Mailed Check,Two Year,Midwest,No
CUST00560,10,61.92,659.56,3.7,1.0,No,Yes,Enrolled,Basic,Medium,Credit Card,One Year,Southeast,No
CUST00561,25,48.36,1307.73,21.3,0.0,No,No,Enrolled,Standard,Low,Bank Transfer,Month-to-Month,Southwest,Yes
CUST00562,6,28.49,91.17,5.2,3.0,No,Yes,Not Enrolled,Standard,Low,Credit Card,Month-to-Month,West,Yes
CUST00563,5,72.2,362.62,4.2,2.0,Yes,No,Enrolled,Enterprise,,Credit Card,Two Year,Southeast,No
CUST00564,6,87.25,523.29,3.2,1.0,No,No,Not Enrolled,Premium,Medium,Electronic Check,Month-to-Month,Northeast,Yes
CUST00565,2,20.0,88.65,,1.0,No,No,Enrolled,Standard,Low,Mailed Check,Month-to-Month,Southeast,No
CUST00566,39,81.91,3298.09,14.0,1.0,No,Yes,Not Enrolled,Premium,Low,Credit Card,Two Year,Southwest,No
CUST00567,19,78.39,1639.81,2.2,1.0,Yes,Yes,Not Enrolled,Enterprise,Low,Electronic Check,Month-to-Month,West,No
CUST00568,3,81.2,303.59,8.2,3.0,Yes,No,Enrolled,Premium,,Bank Transfer,One Year,West,No
CUST00569,13,93.1,1415.74,2.7,3.0,No,Yes,Not Enrolled,Premium,Low,Bank Transfer,Two Year,Northeast,No
CUST00570,53,117.96,5882.2,13.5,0.0,No,Yes,Not Enrolled,Premium,Medium,Bank Transfer,Month-to-Month,West,No
CUST00571,72,75.91,5318.93,2.9,1.0,No,No,Not Enrolled,Premium,,Bank Transfer,Month-to-Month,West,No
CUST00572,23,51.53,1327.92,5.1,1.0,No,No,Not Enrolled,Standard,Medium,Bank Transfer,Month-to-Month,Southeast,Yes
CUST00573,1,118.96,,11.2,1.0,No,No,Not Enrolled,,Medium,Bank Transfer,Two Year,West,Yes
CUST00574,26,103.75,2854.93,13.3,1.0,Yes,No,Enrolled,Enterprise,,Electronic Check,Two Year,Northeast,No
CUST00575,9,87.75,873.27,9.5,3.0,Yes,Yes,Not Enrolled,Enterprise,Low,Electronic Check,One Year,West,Yes
CUST00576,8,59.32,525.14,2.0,1.0,Yes,No,Not Enrolled,Standard,,Bank Transfer,Month-to-Month,Southwest,No
CUST00577,17,52.8,884.87,5.2,5.0,No,No,Not Enrolled,Standard,Low,Bank Transfer,Two Year,Midwest,No
CUST00578,35,47.13,1616.11,2.1,1.0,No,Yes,Not Enrolled,Basic,Medium,Electronic Check,One Year,Southeast,No
CUST00579,4,104.86,349.38,3.9,1.0,No,No,Enrolled,Enterprise,Low,Credit Card,Month-to-Month,West,No
CUST00580,10,78.58,748.88,10.1,1.0,No,No,Enrolled,Enterprise,,Mailed Check,Month-to-Month,Midwest,No
CUST00581,28,41.24,1113.01,1.6,1.0,No,No,Not Enrolled,Standard,Low,Credit Card,One Year,Midwest,No
CUST00582,15,105.08,1713.01,3.4,0.0,Yes,Yes,Enrolled,Enterprise,Medium,Credit Card,One Year,Southeast,No
CUST00583,8,41.76,289.99,4.1,,No,No,Not Enrolled,Standard,High,Mailed Check,Month-to-Month,Midwest,No
CUST00584,3,48.87,48.9,,,No,,,,,Credit Card,Month-to-Month,,No
CUST00585,4,92.86,324.85,28.4,4.0,No,No,Enrolled,Standard,,Bank Transfer,Two Year,Southeast,No
CUST00586,14,87.77,1162.64,2.1,1.0,Yes,No,Enrolled,Basic,,Bank Transfer,Month-to-Month,Southeast,No
CUST00587,72,87.36,6135.35,,,No,Yes,,,Low,,Two Year,,No
CUST00588,2,79.37,199.16,4.7,5.0,Yes,Yes,Enrolled,Premium,,Bank Transfer,Month-to-Month,Northeast,Yes
CUST00589,22,65.61,1513.39,2.8,1.0,No,No,Enrolled,Basic,Medium,Bank Transfer,Two Year,Midwest,No
CUST00590,23,63.24,1514.08,13.8,2.0,Yes,No,Not Enrolled,Enterprise,Low,Electronic Check,One Year,Midwest,Yes
CUST00591,5,47.63,356.81,8.8,1.0,Yes,Yes,Not Enrolled,Standard,Low,Bank Transfer,Two Year,Northeast,No
CUST00592,1,42.35,,,1.0,Yes,No,Not Enrolled,Standard,,Electronic Check,One Year,Southeast,No
CUST00593,15,80.28,1225.54,34.0,,Yes,No,Not Enrolled,Standard,Medium,Electronic Check,One Year,Southwest,Yes
CUST00594,10,64.92,741.24,7.0,2.0,No,Yes,Not Enrolled,Basic,,Credit Card,One Year,Southwest,No
CUST00595,62,20.0,1207.66,7.8,1.0,No,No,Not Enrolled,Basic,High,Credit Card,Month-to-Month,Southeast,Yes
CUST00596,5,69.95,283.41,7.0,1.0,No,Yes,Enrolled,Standard,,Electronic Check,One Year,Northeast,No
CUST00597,14,80.68,1242.75,25.8,3.0,No,No,Not Enrolled,Enterprise,Medium,Bank Transfer,Month-to-Month,Southeast,No
CUST00598,9,36.62,372.36,1.6,2.0,Yes,,Not Enrolled,Basic,Low,Bank Transfer,One Year,Southeast,Yes
CUST00599,19,45.91,840.87,7.5,0.0,No,No,Enrolled,Basic,VIP,Credit Card,Two Year,Southwest,No
CUST00600,34,61.1,1879.58,25.7,2.0,No,No,Enrolled,Premium,Medium,Electronic Check,One Year,Southwest,No
CUST00601,33,97.82,3112.86,1.1,1.0,No,No,Not Enrolled,Premium,Low,Credit Card,Month-to-Month,Midwest,No
CUST00602,11,55.95,590.47,7.1,0.0,No,No,Not Enrolled,Premium,Low,Credit Card,Month-to-Month,Southwest,No
CUST00603,4,67.96,191.63,17.2,1.0,No,No,Enrolled,Standard,,Electronic Check,Month-to-Month,Southeast,No
CUST00604,12,70.63,898.04,3.9,1.0,No,Yes,Enrolled,Premium,Low,Bank Transfer,One Year,Southeast,Yes
CUST00605,1,59.81,,0.7,3.0,No,Yes,Not Enrolled,Standard,Medium,Credit Card,One Year,Southwest,No
CUST00606,14,125.23,1856.67,,,No,Yes,Not Enrolled,Premium,Low,Electronic Check,Two Year,Southwest,No
CUST00607,15,78.68,1203.13,4.5,2.0,Yes,No,Enrolled,Standard,,Electronic Check,Two Year,Northeast,Yes
CUST00608,14,35.57,487.1,7.9,1.0,Yes,Yes,Enrolled,Basic,Low,Electronic Check,One Year,Midwest,No
CUST00609,6,106.47,634.69,2.4,3.0,Yes,No,Enrolled,Standard,Low,Electronic Check,Month-to-Month,Midwest,No
CUST00610,13,52.55,624.7,50.0,4.0,No,No,Not Enrolled,Premium,,Electronic Check,Two Year,Midwest,No
CUST00611,3,64.62,233.3,50.0,1.0,No,No,Not Enrolled,Premium,Low,Mailed Check,Month-to-Month,Northeast,Yes
CUST00612,17,84.14,1326.47,3.5,2.0,No,,Not Enrolled,Premium,Low,Electronic Check,Month-to-Month,Northeast,No
CUST00613,12,71.61,921.43,,3.0,No,Yes,Not Enrolled,Premium,Low,Credit Card,Month-to-Month,Midwest,Yes
CUST00614,16,100.54,1535.26,11.2,4.0,Yes,Yes,Not Enrolled,Enterprise,Medium,Bank Transfer,Month-to-Month,Southeast,No
CUST00615,40,56.33,2363.0,4.2,0.0,No,,Not Enrolled,Basic,,Electronic Check,One Year,Southeast,Yes
CUST00616,26,39.92,999.67,7.3,0.0,No,Yes,Enrolled,Basic,Low,Mailed Check,One Year,Southeast,No
CUST00617,16,48.83,805.14,4.3,0.0,Yes,No,Enrolled,Standard,Low,Credit Card,One Year,Northeast,No
CUST00618,65,29.55,1992.9,11.8,1.0,Yes,Yes,Not Enrolled,Standard,Low,Electronic Check,Two Year,West,No
CUST00619,15,53.11,878.05,2.3,1.0,No,No,Enrolled,Basic,Low,Mailed Check,Month-to-Month,Northeast,Yes
CUST00620,6,57.68,250.42,3.3,4.0,No,Yes,Not Enrolled,Premium,Medium,Electronic Check,Two Year,West,No
CUST00621,27,95.55,2328.85,12.7,2.0,Yes,No,Enrolled,Basic,Medium,Electronic Check,Month-to-Month,Midwest,Yes
CUST00622,15,97.47,1427.58,0.8,1.0,No,No,Enrolled,Standard,Low,Bank Transfer,One Year,Northeast,No
CUST00623,7,68.5,465.04,,,No,,,,Low,,One Year,Southeast,No
CUST00624,1,74.49,,4.4,3.0,Yes,No,Not Enrolled,Standard,Medium,Bank Transfer,Month-to-Month,Northeast,Yes
CUST00625,18,71.63,1246.81,2.4,3.0,Yes,No,Enrolled,Standard,Medium,Credit Card,Month-to-Month,West,No
CUST00626,31,94.48,2640.95,11.9,3.0,No,No,Enrolled,Standard,,Mailed Check,One Year,West,No
CUST00627,9,40.69,451.95,19.3,2.0,Yes,Yes,Enrolled,Enterprise,Medium,Credit Card,Month-to-Month,Southwest,No
CUST00628,19,40.34,815.43,6.2,1.0,No,Yes,Enrolled,Basic,Low,Mailed Check,Month-to-Month,Midwest,Yes
CUST00629,29,78.77,2478.17,3.6,2.0,No,Yes,Enrolled,Standard,High,Mailed Check,Month-to-Month,Northeast,Yes
CUST00630,11,37.63,446.78,3.8,0.0,No,No,Enrolled,Basic,Low,Electronic Check,Two Year,West,No
CUST00631,20,38.46,777.21,42.4,0.0,No,No,Enrolled,Standard,Low,Credit Card,Two Year,Northeast,No
CUST00632,24,44.48,1068.36,3.0,1.0,Yes,No,Enrolled,Standard,Medium,Bank Transfer,Month-to-Month,West,Yes
CUST00633,11,29.96,,,,No,,,Standard,,Credit Card,One Year,West,No
CUST00634,1,49.69,47.45,16.0,0.0,No,No,Not Enrolled,Premium,Medium,Credit Card,One Year,Southeast,No
CUST00635,9,32.63,270.78,5.9,1.0,No,Yes,Not Enrolled,Standard,,Bank Transfer,Month-to-Month,Southwest,No
CUST00636,12,51.1,577.92,3.3,1.0,No,No,Enrolled,Standard,,Credit Card,Month-to-Month,West,No
CUST00637,39,117.99,4310.38,13.1,3.0,No,No,Enrolled,Enterprise,Medium,Credit Card,Two Year,Southwest,No
CUST00638,36,67.35,2253.44,10.4,0.0,No,No,Enrolled,Standard,,Bank Transfer,Month-to-Month,Northeast,No
CUST00639,3,75.77,286.5,13.3,2.0,No,No,Not Enrolled,Standard,,Bank Transfer,Two Year,Southwest,No
CUST00640,32,88.89,2832.45,5.1,3.0,Yes,Yes,Not Enrolled,Premium,,Credit Card,One Year,Midwest,No
CUST00641,3,54.86,226.14,2.9,3.0,Yes,No,Not Enrolled,Standard,,Electronic Check,Month-to-Month,West,Yes
CUST00642,8,75.6,609.18,36.6,2.0,No,No,Enrolled,Standard,Medium,Electronic Check,One Year,Southwest,Yes
CUST00643,5,101.99,520.29,,1.0,No,,Not Enrolled,,Low,,One Year,,Yes
CUST00644,5,107.45,503.36,3.2,1.0,Yes,No,Enrolled,Enterprise,Low,Bank Transfer,Two Year,Midwest,No
CUST00645,22,54.27,1228.28,2.4,2.0,No,No,Not Enrolled,Basic,,Electronic Check,Two Year,Southeast,No
CUST00646,6,76.86,457.68,11.4,1.0,No,No,Not Enrolled,Standard,Low,Bank Transfer,Two Year,Northeast,No
CUST00647,20,64.51,1184.52,,0.0,Yes,Yes,Enrolled,Premium,,Bank Transfer,Two Year,West,No
CUST00648,24,48.25,,,,Yes,,,Premium,High,,Two Year,,No
CUST00649,4,72.84,286.23,,0.0,No,Yes,Not Enrolled,Premium,Low,Bank Transfer,Month-to-Month,Southeast,Yes
CUST00650,14,77.86,912.99,15.1,2.0,No,No,Enrolled,Premium,Low,Credit Card,Two Year,Southwest,No
CUST00651,12,118.38,1341.01,26.1,2.0,No,No,Enrolled,Premium,,Electronic Check,Month-to-Month,West,Yes
CUST00652,1,54.92,73.68,16.2,3.0,No,Yes,Not Enrolled,Premium,,Credit Card,Two Year,Midwest,No
CUST00653,40,58.89,2327.71,6.9,0.0,No,No,Enrolled,Standard,Low,Credit Card,One Year,Southwest,No
CUST00654,51,66.09,3243.75,5.6,1.0,No,No,Not Enrolled,Standard,,Credit Card,Two Year,Southwest,No
CUST00655,6,85.18,434.65,9.3,1.0,No,Yes,Not Enrolled,Basic,Medium,Credit Card,Month-to-Month,Midwest,No
CUST00656,2,46.02,73.88,26.5,0.0,No,Yes,Enrolled,Standard,Low,Credit Card,One Year,Northeast,Yes
CUST00657,28,66.97,1726.04,,2.0,No,No,Not Enrolled,Standard,Medium,Credit Card,One Year,Southwest,No
CUST00658,3,56.38,237.81,1.3,4.0,No,No,Enrolled,Standard,Medium,Bank Transfer,Month-to-Month,Midwest,Yes
CUST00659,5,47.06,233.95,5.6,1.0,No,No,Enrolled,Premium,Medium,Credit Card,Two Year,Southwest,No
CUST00660,32,112.37,3563.72,7.6,2.0,No,No,Not Enrolled,Premium,Low,Bank Transfer,One Year,West,No
CUST00661,17,69.07,,,1.0,Yes,,Enrolled,,Medium,,One Year,,Yes
CUST00662,20,73.8,1661.48,14.1,3.0,No,No,Not Enrolled,Standard,,Electronic Check,Two Year,Northeast,No
CUST00663,32,68.57,2077.77,28.5,1.0,Yes,No,Enrolled,Premium,Low,Credit Card,Month-to-Month,Midwest,No
CUST00664,29,119.85,3268.78,5.4,2.0,No,No,Not Enrolled,Premium,Medium,Electronic Check,One Year,Northeast,No
CUST00665,22,71.81,1390.81,2.6,0.0,No,No,Enrolled,Enterprise,Low,Credit Card,Two Year,Southeast,No
CUST00666,4,34.42,56.85,4.5,1.0,No,Yes,Enrolled,Basic,Low,Mailed Check,Month-to-Month,Southeast,No
CUST00667,2,80.48,92.78,,2.0,No,No,Not Enrolled,Premium,Low,Credit Card,Month-to-Month,West,Yes
CUST00668,6,107.58,584.08,8.6,2.0,Yes,No,Enrolled,Premium,,Electronic Check,Two Year,Northeast,No
CUST00669,13,69.18,,,,No,Yes,,,Low,,One Year,,No
CUST00670,71,87.4,6192.33,12.7,2.0,No,No,Not Enrolled,Premium,High,Mailed Check,Two Year,Midwest,No
CUST00671,18,92.99,1504.82,2.4,2.0,Yes,No,Not Enrolled,Premium,Medium,Mailed Check,One Year,Midwest,No
CUST00672,18,30.05,521.25,,,No,,,Standard,Low,,Two Year,,No
CUST00673,11,75.96,915.5,48.9,4.0,No,No,Not Enrolled,Premium,Low,Credit Card,Two Year,Northeast,Yes
CUST00674,29,68.66,2046.92,1.6,1.0,Yes,Yes,Not Enrolled,Standard,,Mailed Check,Two Year,Midwest,No
CUST00675,15,115.65,1644.26,25.7,0.0,Yes,Yes,Enrolled,Enterprise,Medium,Credit Card,One Year,West,Yes
CUST00676,34,20.0,701.3,19.5,2.0,No,No,Not Enrolled,Basic,Low,Credit Card,Month-to-Month,Southeast,No
CUST00677,8,126.17,1002.51,2.1,1.0,Yes,No,Enrolled,Standard,Medium,Mailed Check,Month-to-Month,Northeast,Yes
CUST00678,42,74.31,3089.32,5.9,0.0,No,No,Enrolled,Standard,Medium,Mailed Check,One Year,West,No
CUST00679,18,70.87,1176.73,4.2,1.0,No,Yes,Enrolled,Standard,Medium,Bank Transfer,Month-to-Month,Northeast,Yes
CUST00680,21,20.0,444.74,29.7,2.0,No,No,Enrolled,Basic,Low,Mailed Check,One Year,Midwest,Yes
